index,gw1,gw2,gw3,s1,s2,s3,sv1,sv2,svalt1,svalt2
535,0.10008,0.16304,0.08593,4.61043,227.97754,8.64586,5.06043,180.01697,1.84079,1.41275
536,0.1864,0.1723,0.18426,0.33452,57.61987,13.84547,13.22404,26.57776,1.10424,1.92667
537,0.07193,0.08054,0.06867,12.03434,41.51433,9.8849,5.99592,85.29863,1.88876,1.24712
538,0.00961,0.11956,0.13146,12.67241,116.91129,14.35774,17.60697,98.9436,1.32757,0.7695
539,0.13691,0.17014,0.10867,16.48094,295.53406,4.5795,16.62758,10.3211,0.79206,1.02953
540,0.04233,0.13913,0.06415,6.87011,290.97807,7.22843,5.57279,113.5138,1.5281,0.86498
541,0.15424,0.19672,0.09296,8.15335,161.85789,7.37211,19.86711,3.10637,1.12671,0.95306
542,0.048,0.03922,0.01361,17.61486,172.4091,12.89685,16.41698,20.28137,0.5529,0.89157
543,0.0187,0.1214,0.12072,11.19031,41.86122,5.88306,3.07463,218.93909,0.55916,1.00121
544,0.09221,0.13922,0.06333,19.22822,249.59993,2.08737,2.20468,139.84478,1.49207,1.234
545,0.10933,0.16824,0.15344,4.44742,177.83272,0.45404,19.32969,8.30513,0.75105,1.58266
546,0.15432,0.10058,0.08904,18.2405,228.985,10.659,10.28678,253.13978,1.22027,1.99423
547,0.14198,0.08629,0.02793,19.73425,174.29035,16.62088,9.48239,35.8826,1.05642,1.62663
548,0.1568,0.12171,0.03573,9.22086,297.30153,12.50313,10.07298,160.4744,1.66619,1.38937
549,0.17974,0.03745,0.12107,9.14481,172.24206,1.68028,1.78986,138.66811,0.75262,1.6261
550,0.12712,0.05256,0.04695,6.66298,245.6757,5.57982,15.64894,4.59511,0.80391,0.98082
551,0.12302,0.00136,0.0736,7.14936,106.85853,1.61384,1.57822,82.18712,1.98729,1.44168
552,0.1652,0.11179,0.08468,7.66345,298.70018,19.28226,16.17271,64.80525,1.51905,1.7871
553,0.05212,0.16961,0.11661,5.10386,9.32626,13.81275,18.86399,127.51654,1.32357,1.58945
554,0.10372,0.01295,0.1309,6.49656,116.62625,4.19374,4.88916,26.44492,0.51223,1.30152
555,0.02764,0.1356,0.10364,15.11963,80.27146,8.07673,11.13279,113.90913,1.7077,1.73827
556,0.07489,0.18761,0.09659,11.30955,251.73202,13.4441,11.57475,206.39274,1.94608,0.73724
557,0.17976,0.1903,0.07888,11.87214,238.3399,17.06465,0.8478,219.3659,1.89093,1.2179
558,0.19982,0.11792,0.08087,0.51507,193.36519,8.98206,5.92169,235.27977,1.49619,1.62698
559,0.13943,0.13522,0.05891,6.01464,3.32884,19.27788,10.43732,95.60192,0.65456,1.92759
560,0.05672,0.17397,0.188,8.78154,41.86288,13.979,6.92143,20.56351,1.44235,0.7915
561,0.17149,0.11634,0.14151,13.5562,125.07503,16.88358,18.28497,149.37134,0.62896,0.96048
562,0.19938,0.04569,0.02789,19.76621,294.09972,6.77511,1.25135,192.16897,1.81942,1.86729
563,0.18582,0.07046,0.10298,8.16959,70.0895,17.26764,4.46332,254.44744,1.20882,0.66997
564,0.1541,0.08375,0.16238,4.17659,245.98146,17.40688,6.92246,78.78318,1.48313,0.82099
565,0.03614,0.0984,0.01527,17.9861,243.05768,7.38459,13.41667,82.93842,1.42473,1.9169
566,0.17373,0.03909,0.12389,11.22482,295.64776,15.64702,0.715,216.45889,1.81029,1.4378
567,0.18634,0.04067,0.11567,18.54854,195.3899,15.7253,5.7987,225.15583,1.23876,0.56523
568,0.0392,0.18774,0.06721,7.20607,255.91452,11.57738,1.2798,93.28685,0.53587,0.6257
569,0.15205,0.16845,0.12933,17.55911,16.63676,5.41362,15.67672,93.11696,1.78651,1.66678
570,0.07506,0.04493,0.09209,15.17559,224.75239,1.21736,18.13813,55.36523,0.83603,1.59071
571,0.11599,0.12935,0.17912,10.10705,189.4347,17.62417,6.09864,81.94478,0.85898,1.77909
572,0.00384,0.15485,0.08555,12.72217,239.74219,11.53068,9.99213,224.31184,1.22275,0.93464
573,0.18506,0.00383,0.02294,5.77966,228.19346,7.17179,13.54292,145.34709,1.35275,0.9418
574,0.09896,0.13589,0.09476,13.83368,25.72245,2.93562,9.70368,282.05275,0.73344,1.24714
575,0.13292,0.06601,0.11198,0.75966,275.74314,19.97785,12.10363,296.75259,1.8104,1.35858
576,0.16934,0.14717,0.11952,5.59819,25.19767,12.41985,7.24266,26.54977,1.57684,1.43528
577,0.14112,0.01119,0.02205,19.89253,0.60764,3.74862,6.3201,297.52313,1.52374,1.12192
578,0.18537,0.02834,0.13777,13.27546,20.53686,6.06799,4.06376,163.18433,0.99903,0.55924
579,0.01694,0.06069,0.08433,15.00362,165.77623,8.78708,2.85797,28.03765,1.79569,0.50775
580,0.07924,0.05985,0.06367,19.95952,256.40575,3.21253,5.54506,86.17573,1.76512,1.34143
581,0.13873,0.00535,0.1605,10.6431,197.14019,11.70449,12.93676,124.60041,0.67668,0.55415
582,0.02845,0.19248,0.09767,15.92469,241.2896,17.49689,3.96738,21.88447,1.67293,0.93714
583,0.03281,0.08523,0.0112,13.41444,80.55338,3.54226,9.7289,96.54838,1.46775,0.71039
584,0.00772,0.06231,0.06317,0.02457,190.03027,8.81833,16.95061,83.59663,1.53822,1.22575
585,0.18365,0.02366,0.07926,3.08708,185.14656,15.14199,8.90303,249.44482,0.68147,0.85077
586,0.13223,0.1522,0.17256,4.32805,225.44853,7.88715,16.57289,297.50699,0.56403,1.12608
587,0.11667,0.10542,0.17017,5.84412,76.83667,0.42358,7.18516,38.2303,1.40904,1.27185
588,0.13947,0.02295,0.0309,16.63398,88.41292,14.40808,13.21555,159.08504,0.50796,1.302
589,0.17724,0.19028,0.09366,14.16381,181.9733,7.53201,11.81714,291.72999,0.81696,1.78585
590,0.07161,0.11855,0.03459,4.70437,84.47063,12.69147,13.44872,257.56822,1.23097,0.95854
591,0.14448,0.1663,0.0612,7.47712,163.52187,15.30817,10.09492,249.13573,1.17039,0.69354
592,0.02175,0.09178,0.16805,0.64828,213.3346,1.63256,2.92424,183.27024,1.19357,1.94551
593,0.00769,0.11523,0.16518,4.08937,136.72021,15.78814,8.0892,180.83673,1.43979,1.38499
594,0.14592,0.12133,0.14401,3.99515,108.22975,8.40747,3.33273,230.94056,1.0509,1.26618
595,0.10553,0.03519,0.10899,12.86028,145.52979,11.20025,18.90794,156.40388,1.03295,1.673
596,0.00333,0.12109,0.11021,18.41606,7.72004,4.21201,13.13747,118.62666,0.62635,0.86166
597,0.12604,0.10712,0.01653,6.06762,22.07974,1.89459,0.80026,92.3996,0.6024,1.87467
598,0.05711,0.1072,0.17999,17.94817,269.26607,15.4794,4.41949,281.54141,1.28829,1.98693
599,0.18079,0.14091,0.08014,7.60718,141.04931,4.04781,8.87988,114.18358,1.45912,1.23525
600,0.10368,0.16209,0.1078,17.95053,30.502,8.29641,9.67444,140.28964,1.6411,1.08363
601,0.02451,0.07274,0.11368,14.30748,188.97349,4.08978,4.5927,106.71822,1.35781,0.58119
602,0.10249,0.12849,0.1832,18.48083,51.85527,16.53653,11.80524,272.41478,0.57737,0.6844
603,0.15091,0.00912,0.01556,15.04402,239.55503,7.98637,18.84703,278.18381,1.81622,0.56996
604,0.17498,0.09825,0.01547,7.13096,182.63031,2.07733,9.84104,244.42639,0.72418,1.14057
605,0.18076,0.12751,0.17273,12.77516,59.02407,7.60797,12.62291,88.92728,1.92205,1.06384
606,0.01458,0.04454,0.14964,0.62232,288.21293,16.04459,5.21699,79.4249,1.8442,1.67807
607,0.10574,0.13823,0.06901,13.17842,232.36401,5.67003,16.69532,128.88451,1.9362,1.2806
608,0.16089,0.14568,0.17721,11.16962,193.72844,18.06896,2.09999,38.32419,1.44569,1.21052
609,0.18035,0.14746,0.18226,2.27136,195.72731,3.81387,15.1129,108.58251,1.64921,1.20343
610,0.13459,0.02295,0.0986,13.04472,185.67002,7.65684,19.2891,22.78873,0.95034,0.66672
611,0.14726,0.11489,0.05639,1.68426,112.06311,17.71599,19.50084,98.28171,1.5344,0.98596
612,0.04915,0.04191,0.10286,1.46294,22.06189,2.40937,13.05074,138.65863,1.56343,0.71267
613,0.16619,0.14922,0.15198,14.68713,5.87116,17.77693,16.11891,119.43171,0.94329,1.79225
614,0.00271,0.06796,0.13734,5.22015,40.5258,19.67635,13.06108,8.2657,1.3592,1.64721
615,0.09316,0.05901,0.18277,4.9309,177.16013,0.2749,3.38566,231.63482,1.51488,0.82526
616,0.15285,0.14493,0.18575,7.92072,183.722,6.93314,12.67196,241.06722,1.72977,0.53374
617,0.13467,0.04705,0.11228,11.40138,137.04084,17.69654,18.9611,51.73704,1.60208,0.52952
618,0.03048,0.05349,0.1295,14.02011,102.68991,10.75922,4.03429,14.12662,0.77757,1.58642
619,0.01075,0.06321,0.19312,4.04604,5.99154,15.96538,19.30552,152.7515,0.85627,1.03671
620,0.03026,0.00468,0.01367,10.52522,297.23135,7.06081,8.962,38.72794,1.17843,1.122
621,0.12262,0.14709,0.18238,16.47486,15.38395,16.23941,3.69231,17.72645,0.96173,1.14067
622,0.08835,0.01309,0.10872,7.9324,173.66674,16.44759,12.92857,30.80487,0.66078,0.72699
623,0.18191,0.09802,0.19181,11.01899,266.46325,0.2406,15.39772,284.01049,0.93054,1.04781
624,0.05333,0.04678,0.07926,5.70167,152.14886,7.55814,9.8131,128.619,1.04494,1.9691
625,0.05253,0.08101,0.17523,8.33131,219.01811,19.81816,0.53056,136.90834,1.35357,0.66931
626,0.09982,0.01825,0.14071,3.46492,47.38088,0.12777,15.45498,232.51939,1.73291,0.97929
627,0.17536,0.03809,0.02698,19.50628,256.06982,14.79328,5.52806,251.24807,0.64402,0.58149
628,0.06945,0.19904,0.11088,1.43784,171.74374,11.73655,10.5778,174.60583,1.68205,1.40081
629,0.04688,0.17667,0.03275,3.44305,278.94762,16.61295,9.44669,179.93716,0.64942,0.68135
630,0.00499,0.0841,0.19544,18.69892,266.78922,19.96506,5.3846,66.71394,1.35209,1.94547
631,0.15878,0.15208,0.01446,18.31122,237.59783,10.84747,13.2195,201.8745,1.79529,1.17777
632,0.17594,0.04081,0.19287,16.53473,244.89046,6.28028,1.70845,142.17841,1.77495,1.46687
633,0.17214,0.0906,0.14155,7.07202,46.01944,14.82853,5.37758,251.06626,0.873,0.66512
634,0.16221,0.14237,0.01974,8.15888,90.05279,5.20774,15.65822,219.8507,0.71809,1.93392
635,0.17809,0.17472,0.14878,4.31301,178.71325,7.09598,1.73788,159.27383,1.84824,1.23073
636,0.11163,0.15784,0.01481,12.58159,274.91237,16.91049,14.83976,21.35731,1.56346,0.9061
637,0.01647,0.13757,0.13132,6.94655,39.12275,14.93145,18.58535,243.30942,1.01708,1.50074
638,0.07928,0.10406,0.13224,8.73119,121.15831,7.5246,13.18674,111.80503,1.07608,1.76605
639,0.07425,0.12429,0.16853,3.80574,140.77985,8.07216,11.24494,82.34895,0.65722,0.74284
640,0.10176,0.06688,0.11609,16.25263,126.99367,5.40027,6.27813,223.5933,1.3567,1.03705
641,0.01824,0.04599,0.10196,13.83401,90.96015,14.53155,13.41089,56.79812,0.94955,1.76996
642,0.19535,0.02533,0.11921,10.32424,110.37255,15.46194,8.80875,196.37141,0.93546,1.49878
643,0.07261,0.15639,0.05466,13.27595,252.31765,12.07596,16.76382,172.17016,1.52355,0.95538
644,0.17581,0.1743,0.13769,10.38711,69.18087,14.05669,12.38392,171.64514,1.40203,0.52541
645,0.03479,0.11266,0.06938,6.55133,279.20534,19.04579,15.71639,9.8972,0.73747,1.90425
646,0.18539,0.01566,0.0073,10.34273,64.55353,11.54778,13.42463,211.79817,1.27061,1.79173
647,0.17449,0.14961,0.1591,15.522,235.26271,6.83313,5.28764,63.60162,1.20698,1.36567
648,0.11964,0.16617,0.02769,17.73595,73.06189,15.14379,14.39918,141.11386,0.7226,1.48889
649,0.03084,0.18803,0.1176,4.07759,99.50273,12.68904,10.11885,256.5747,1.85616,1.25557
650,0.05862,0.13681,0.17573,6.04681,85.37086,18.27728,18.29958,163.58808,1.25654,0.52492
651,0.01227,0.13219,0.01062,12.10928,71.49732,16.15452,2.66837,242.78142,0.80163,1.92991
652,0.10162,0.09069,0.00933,8.94935,271.48775,4.3069,19.63929,286.76886,1.00963,1.61363
653,0.03745,0.16765,0.14446,1.42362,272.98971,19.53249,8.74429,235.56528,1.17305,1.61209
654,0.13598,0.01839,0.18895,3.99135,90.58712,4.40812,4.80811,256.91817,0.85738,1.96342
655,0.16262,0.18554,0.08262,3.93625,44.1508,11.86315,2.13358,259.65972,1.12914,1.14393
656,0.19214,0.00488,0.00352,9.0272,224.67473,0.81633,4.08169,244.85901,1.30486,1.4903
657,0.19092,0.0759,0.02654,18.27164,23.18215,7.64352,3.46036,145.03205,0.51532,0.51539
658,0.19239,0.16839,0.15565,12.7852,227.6483,4.53688,15.69369,54.08068,1.03045,1.66343
659,0.02877,0.16184,0.01799,18.49773,79.2688,11.3988,6.92528,157.30079,1.37948,0.57589
660,0.02716,0.00115,0.15835,17.02308,85.63303,8.33449,6.66854,16.83176,1.2956,1.74895
661,0.01585,0.16162,0.16435,10.8524,119.01247,16.92227,2.67607,269.30574,1.43691,1.0848
662,0.10932,0.08155,0.11341,18.22629,166.55733,6.06032,9.86839,231.13866,0.80529,0.68731
663,0.17338,0.16332,0.04743,15.48183,172.6108,0.7643,7.65505,226.21184,1.40699,0.8979
664,0.10656,0.16773,0.04792,19.90892,68.04202,8.71505,13.55115,54.87311,1.5715,1.04208
665,0.02878,0.10763,0.09203,11.89135,40.66082,6.38179,17.42084,9.7835,1.57226,0.82802
666,0.05218,0.08543,0.01532,19.95849,203.30476,13.90562,8.22205,146.3716,1.10793,0.88768
667,0.07501,0.18066,0.12109,19.67729,210.08197,2.51119,6.12716,277.5847,1.6254,0.91642
668,0.14295,0.12517,0.00914,6.34881,125.75542,13.04088,4.82695,92.77535,0.77506,0.83845
669,0.17457,0.04839,0.14778,2.1604,53.59945,1.05109,13.66938,136.74927,0.6831,1.21534
670,0.16981,0.10691,0.04255,4.57001,193.70667,19.98331,0.48738,260.24402,0.90367,0.68604
671,0.03695,0.06733,0.17324,6.95779,54.93661,1.52073,12.52752,89.81253,1.16924,1.66585
672,0.05522,0.14327,0.00375,19.65989,222.45296,18.84138,2.50056,283.94837,1.79774,1.97389
673,0.05469,0.14743,0.00906,2.63579,28.06997,9.84452,9.28276,12.42471,1.39374,1.4239
674,0.02589,0.00505,0.19445,8.03012,145.02185,1.40638,10.2616,51.65195,1.53368,1.80902
675,0.048,0.17835,0.11426,8.98281,66.2304,18.23975,8.71516,34.15354,1.55682,0.9102
676,0.13347,0.17494,0.08032,5.55973,242.23331,10.98528,14.64263,136.24919,1.28006,1.77202
677,0.02821,0.15776,0.005,11.69871,217.896,3.27311,0.23295,185.34333,1.61293,1.10228
678,0.0253,0.13842,0.00723,4.58736,178.29788,18.006,5.84587,9.88625,1.37167,0.80816
679,0.05112,0.13648,0.19284,11.49828,5.8321,3.10642,11.6025,292.19912,1.44288,1.07793
680,0.00441,0.02081,0.10632,6.57434,179.15926,8.2714,16.65572,25.36513,0.83522,1.55902
681,0.03648,0.15499,0.01682,7.19987,137.94753,8.68793,1.42813,241.6523,1.20966,0.54428
682,0.07079,0.19882,0.16855,15.07224,281.22371,8.67913,18.11192,292.81072,1.78861,1.33524
683,0.16721,0.07003,0.15582,4.44146,151.45192,10.87031,0.09972,94.01287,1.0005,1.16004
684,0.1214,0.11241,0.13373,8.72609,147.60419,7.57452,7.11732,32.97976,1.13027,0.65521
685,0.10842,0.08212,0.19844,15.49862,184.04873,5.3445,7.46339,233.48639,0.72425,0.91508
686,0.08784,0.13018,0.15676,3.7733,39.0987,11.00058,5.22326,98.67414,0.55813,1.25402
687,0.02136,0.19815,0.14771,11.01743,282.06485,0.15548,11.62726,91.50392,1.15336,0.8884
688,0.04173,0.00317,0.0683,0.49546,81.51457,2.80717,17.98123,265.49375,0.71532,0.55238
689,0.10214,0.04303,0.07658,18.07941,84.50902,15.45118,10.42781,58.62516,0.84176,1.7967
690,0.12791,0.1753,0.14483,15.85747,25.04997,12.52791,9.71625,13.54256,1.16982,1.63898
691,0.19832,0.15152,0.04467,2.78325,23.77355,6.67513,16.77034,266.00422,1.81167,1.28375
692,0.12688,0.1985,0.03341,11.25041,115.5509,13.68559,9.90996,68.01001,0.73445,1.31886
693,0.18861,0.0106,0.13415,1.87319,17.17159,2.70067,9.94842,52.25133,0.51818,1.41612
694,0.13672,0.00986,0.04073,4.72492,168.94249,15.89267,3.45269,143.32373,0.60683,1.13918
695,0.10177,0.05851,0.19951,3.11512,39.41404,18.01289,5.23917,241.97649,1.52537,1.91548
696,0.03129,0.03788,0.10519,11.03228,196.44553,1.27204,13.62483,101.86032,1.24016,1.79307
697,0.13403,0.11444,0.07636,14.67795,27.22468,18.60777,10.27406,154.53759,0.64174,1.87176
698,0.09212,0.15848,0.19097,18.50555,122.59042,10.0632,8.22238,40.20962,1.00741,1.56692
699,0.15808,0.10851,0.13041,3.49369,16.58801,11.65912,9.69036,266.5115,1.66628,0.8104
700,0.19196,0.03029,0.14883,0.46683,134.45278,4.3583,6.94404,80.7979,0.53921,1.6421
701,0.12078,0.12775,0.05874,1.95347,196.78506,1.85391,16.06601,4.16347,1.7111,0.72387
702,0.08129,0.06156,0.16626,11.1994,124.02123,13.85185,10.43768,197.09304,1.0592,1.71509
703,0.06247,0.04613,0.01907,0.30657,256.34249,1.61594,17.84508,57.17283,1.22251,1.80217
704,0.10006,0.08155,0.10664,5.67195,287.30908,4.50591,14.096,42.87361,1.69561,0.88195
705,0.12905,0.17252,0.04914,17.21137,244.39356,6.00006,18.67196,176.43017,1.49663,1.50879
706,0.06975,0.09757,0.16203,4.90536,92.70968,0.81687,8.72821,100.22584,0.59037,1.60753
707,0.13009,0.10595,0.02221,15.6756,244.51441,2.87676,11.35536,222.19114,0.76556,0.73365
708,0.15143,0.19512,0.18287,10.78735,172.73391,18.45838,19.63628,167.7779,1.63989,1.98739
709,0.16186,0.11335,0.17584,8.44947,15.08208,13.33629,16.20078,258.27558,1.39908,1.21531
710,0.05392,0.19009,0.18455,9.38988,235.71211,17.77142,10.00878,49.1489,0.53702,1.70113
711,0.0758,0.13667,0.17582,4.68208,122.95887,17.04627,11.26549,99.71511,1.86127,0.85108
712,0.02286,0.17483,0.01096,0.57096,176.99426,13.60075,14.14451,266.49191,1.19863,1.30111
713,0.19515,0.02976,0.10925,16.5789,188.68693,1.31816,12.59227,185.97134,0.69759,0.81281
714,0.01528,0.15705,0.08911,13.66292,34.667,0.39817,13.38997,116.23493,0.51731,0.65448
715,0.06719,0.07826,0.15037,9.90939,289.07106,12.50916,4.34684,262.02265,0.68017,1.77288
716,0.16114,0.14085,0.1278,9.14481,217.95042,13.52325,12.90754,232.49683,0.71909,0.75817
717,0.01984,0.06369,0.17898,6.77723,89.1313,18.33441,16.85224,245.82101,1.5216,1.00276
718,0.14374,0.01374,0.02725,0.83594,198.68855,14.8648,19.60309,278.8262,1.21576,1.01217
719,0.06909,0.02939,0.18866,6.26609,219.257,15.34492,15.1063,164.09434,1.56,1.7544
720,0.08235,0.07591,0.06669,0.35244,288.01746,0.34463,5.51393,150.60337,1.4686,1.50165
721,0.08749,0.17704,0.05938,13.71728,87.40403,7.13894,6.16188,84.98966,0.70707,1.80883
722,0.12482,0.09888,0.02927,15.07834,109.9896,4.93616,18.91287,10.72013,1.16864,0.50964
723,0.15958,0.18997,0.0067,3.84424,240.35475,11.35441,19.38221,194.39301,1.73319,0.9606
724,0.00823,0.04067,0.17048,10.07157,279.54543,17.28987,16.23939,285.01342,1.67174,1.63961
725,0.07828,0.05968,0.02379,7.75413,172.09119,7.02491,6.98407,100.16646,0.97054,1.96201
726,0.08842,0.15564,0.03225,7.02392,14.5858,6.13252,9.42586,39.23846,1.68447,0.58576
727,0.12475,0.17712,0.11888,18.18029,285.52291,9.18765,17.32998,30.05706,1.23198,0.79156
728,0.03876,0.01224,0.02038,17.53671,37.79013,12.78355,8.1054,71.93744,0.79977,1.84739
729,0.05503,0.15477,0.04695,9.32971,186.75203,7.79269,17.84134,220.59059,0.58813,1.098
730,0.051,0.11394,0.16037,4.80979,186.87458,1.65441,7.98815,205.99941,1.2323,0.63954
731,0.04776,0.01026,0.16104,5.46872,52.54399,15.89254,15.13804,12.48431,1.98675,0.78997
732,0.07568,0.11991,0.19067,16.99077,248.45001,19.20015,12.2119,282.98801,1.01702,1.52794
733,0.18021,0.01613,0.10845,10.26616,19.35416,15.50148,14.91947,181.77488,0.84832,1.70845
734,0.08811,0.10569,0.00368,17.57881,46.87062,18.23019,6.94439,162.78724,0.6201,1.67363
735,0.0583,0.09026,0.03057,11.00176,243.81386,8.64566,5.97713,291.36239,1.9235,0.66735
736,0.11738,0.06329,0.14748,9.82967,282.66386,7.89011,11.88112,45.49429,0.62154,1.88645
737,0.13844,0.05965,0.1468,9.40319,137.53901,5.23253,19.95038,113.3016,1.08496,1.14001
738,0.12413,0.11652,0.03827,5.42579,156.24851,18.46588,10.85913,158.53238,1.81247,1.68896
739,0.13,0.11821,0.11815,4.52286,32.82448,19.7269,9.08069,205.03969,0.98544,1.61026
740,0.03386,0.16288,0.15989,9.68433,116.81172,13.16325,17.79544,34.08827,1.13599,1.4487
741,0.19044,0.04734,0.00601,1.67968,125.54663,2.13878,13.06958,285.69367,1.84029,0.96919
742,0.11912,0.01287,0.18287,11.78823,256.21094,9.29264,1.45736,129.88347,1.54519,1.47349
743,0.18343,0.05382,0.17858,2.22708,215.27284,14.41349,10.21852,128.03805,1.06022,0.51394
744,0.06579,0.00562,0.16278,9.21823,160.82169,4.86042,19.18852,24.89,1.33486,0.50215
745,0.14223,0.18551,0.16217,14.72288,256.52739,0.84701,9.98463,177.51479,1.47578,0.70265
746,0.11962,0.01424,0.00878,16.87251,108.44207,8.66404,15.6398,203.766,0.89008,1.34917
747,0.1651,0.16245,0.04771,10.1656,151.52951,2.71029,17.86638,78.2546,1.05484,1.52478
748,0.11066,0.17261,0.0923,11.80092,102.5964,5.89007,4.12816,219.64869,0.71572,0.77662
749,0.08585,0.15414,0.09141,12.30892,252.4678,18.72861,9.22007,28.39366,1.48177,1.13522
750,0.0222,0.0697,0.15527,19.86858,74.12758,3.27143,13.12591,223.08432,1.85088,1.3154
751,0.13584,0.02491,0.06477,4.70011,172.71752,10.6358,3.19543,211.82533,1.3046,1.97003
752,0.16727,0.08685,0.0471,19.4505,41.61284,0.25809,3.22177,104.53682,1.83356,0.81771
753,0.08562,0.19998,0.01169,4.17915,201.17516,14.54061,12.64131,276.70772,1.06224,0.68711
754,0.10701,0.17175,0.15385,10.22636,178.46806,16.80587,1.70988,88.03397,1.58249,1.17471
755,0.16744,0.08588,0.07038,6.99769,157.42707,3.61594,9.98935,187.28234,0.99788,1.40563
756,0.17583,0.03397,0.09392,3.83188,272.85425,17.86891,14.95605,241.17245,1.73875,0.77461
757,0.12715,0.03577,0.18228,17.76695,235.3276,18.14455,19.00868,287.14255,1.08091,1.55559
758,0.11719,0.00956,0.03843,7.92714,264.93108,17.30672,15.29797,189.15247,1.76853,1.0073
759,0.15219,0.13679,0.15727,3.99139,213.74105,18.44854,8.00042,8.27641,1.5045,1.58887
760,0.17112,0.10118,0.17767,6.17837,77.00885,15.54018,1.1302,137.80326,0.73405,1.44635
761,0.19953,0.04832,0.15908,7.66919,132.72223,2.7743,13.11403,153.73453,0.77177,0.85275
762,0.11332,0.1797,0.12915,6.49728,229.9679,4.25089,19.75643,0.53826,1.37166,1.89556
763,0.04572,0.1831,0.00576,15.72954,107.91932,7.09724,11.70361,270.92467,0.75017,1.03242
764,0.1968,0.18322,0.16603,5.3535,268.09345,18.83684,1.93248,105.97443,1.0603,0.73228
765,0.19774,0.13132,0.18481,19.59575,81.36267,11.59633,18.78907,17.19361,0.57926,0.99612
766,0.08279,0.02545,0.05655,10.39658,74.07896,4.28086,0.02362,4.70871,1.11518,1.97557
767,0.08353,0.11796,0.04199,18.46505,31.83104,18.10563,15.93461,289.88915,0.67793,0.93044
768,0.08109,0.0719,0.10414,3.53974,109.55466,11.70469,18.76977,275.20488,1.39312,1.55594
769,0.0472,0.04963,0.06144,7.66264,237.72643,2.87593,14.69273,223.75071,1.36644,1.24052
770,0.08717,0.08264,0.00927,7.6539,155.25149,11.5036,1.59811,199.418,1.00804,1.62984
771,0.17736,0.00572,0.11138,5.16477,46.25059,5.89849,18.64848,132.75357,0.51401,0.77603
772,0.06228,0.05815,0.07352,5.89155,30.94037,8.28854,17.8307,156.27521,0.82833,1.27257
773,0.13418,0.01401,0.1606,8.85268,101.3219,7.78251,1.18819,154.10021,1.94828,0.83395
774,0.17215,0.07167,0.01608,14.34835,142.42343,3.89038,18.69279,4.9519,1.06744,1.46919
775,0.04592,0.06671,0.04335,13.97973,19.44208,12.38664,11.97202,2.66774,0.51297,1.22516
776,0.11038,0.19916,0.19542,2.04383,241.56629,0.88519,12.68275,198.34539,1.41338,1.79657
777,0.00596,0.17195,0.15115,1.11874,18.3793,0.85425,2.5937,135.69094,1.98211,1.60585
778,0.18425,0.12332,0.12305,2.28056,194.67148,18.24171,16.72621,298.95554,1.49184,0.69929
779,0.05782,0.0418,0.11094,9.16373,105.04072,1.27101,11.4827,175.54493,1.80413,0.69838
780,0.10622,0.07285,0.13035,8.08139,279.32813,2.51297,6.24948,239.7739,1.85216,1.54994
781,0.14576,0.11307,0.17948,6.19335,280.27117,9.75708,10.82562,179.98585,1.57954,0.87108
782,0.09545,0.148,0.03078,4.06419,79.12824,12.83092,2.98074,116.70084,0.77974,1.95447
783,0.13881,0.10154,0.10744,1.45632,195.44058,18.06448,6.53855,69.10057,1.92493,1.09754
784,0.1328,0.05237,0.19353,11.98916,137.68335,14.61176,4.39286,215.92857,0.87672,0.91045
785,0.16169,0.08853,0.12747,16.24286,70.58194,8.5514,13.54547,263.20562,1.54184,1.48595
786,0.03111,0.10754,0.10099,4.35544,146.46765,6.92811,9.45249,105.9645,1.54847,1.83717
787,0.0805,0.03282,0.11228,0.72804,108.37925,14.23373,17.9556,47.03844,1.06004,1.70545
788,0.12117,0.13573,0.18461,2.25912,97.98657,19.42197,0.21406,24.3911,1.19613,1.47332
789,0.03426,0.15198,0.15099,11.54257,294.18674,12.57873,1.70116,147.00358,1.59057,0.66626
790,0.17731,0.06695,0.07909,16.30213,66.68384,12.1926,19.72825,263.38444,1.98039,1.29295
791,0.05356,0.13655,0.0495,16.6787,216.20976,8.78234,17.12091,41.47926,1.86139,0.65954
792,0.13362,0.09847,0.15129,13.31709,280.65496,7.28799,9.73733,6.31854,1.01704,1.08947
793,0.16499,0.04843,0.16194,15.88704,212.8943,8.4577,3.41167,168.19459,1.36985,1.37796
794,0.05214,0.07392,0.16444,9.6362,111.86513,9.55984,5.74293,174.34774,1.88422,0.87101
795,0.11673,0.1491,0.00651,7.36737,238.28948,17.05251,18.88865,270.71925,1.83512,1.39697
796,0.05493,0.10451,0.09571,14.84975,52.37376,1.22513,18.22462,32.50154,1.9474,1.38459
797,0.04124,0.05916,0.08932,0.50709,287.79615,0.31131,0.41923,224.44342,1.05908,0.96518
798,0.04997,0.15701,0.07926,14.05317,211.91751,7.44507,12.57014,99.39938,1.9086,0.73828
799,0.15408,0.14183,0.01714,4.61263,240.3208,7.34024,2.69859,100.70368,0.74818,0.83109
800,0.0384,0.1582,0.14058,0.4279,79.42548,9.87548,0.49064,2.65325,1.73595,1.08809
801,0.15492,0.09717,0.0628,8.98083,83.9014,7.99812,18.69075,123.44721,0.66921,1.84418
802,0.16712,0.13108,0.10138,18.36604,212.9131,4.79885,6.68486,53.38131,0.71631,1.47369
803,0.13419,0.0225,0.1626,9.93812,236.64874,8.38825,14.26715,0.27202,1.44221,1.33232
